path,group,size_bytes,duration_seconds,duration_method,nominal_duration_seconds,source_url
videos/day/0.mp4,day,8694953740,84912.6963125,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/day/0.mp4
videos/month/1.mp4,month,10811314621,42899.96666666667,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/1.mp4
videos/month/10.mp4,month,2183868615,10259.2,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/10.mp4
videos/month/11.mp4,month,3077623223,11776.766666666666,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/11.mp4
videos/month/12.mp4,month,3093022702,15202.9,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/12.mp4
videos/month/13.mp4,month,1590817838,10466.233333333334,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/13.mp4
videos/month/14.mp4,month,5437863481,22799.6495662329,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/14.mp4
videos/month/15.mp4,month,6033349909,22191.2,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/15.mp4
videos/month/16.mp4,month,3748113323,17395.6,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/16.mp4
videos/month/17.mp4,month,5076925061,19402.152068735402,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/17.mp4
videos/month/18.mp4,month,6369593788,23485.133333333335,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/18.mp4
videos/month/19.mp4,month,9345663585,34777.166666666664,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/19.mp4
videos/month/2.mp4,month,1738702295,6813.013013013013,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/2.mp4
videos/month/20.mp4,month,5256274426,20594.233333333334,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/20.mp4
videos/month/21.mp4,month,5462584781,21702.152068735402,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/21.mp4
videos/month/22.mp4,month,4514612918,18173.3,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/22.mp4
videos/month/23.mp4,month,4165252928,22503.7,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/23.mp4
videos/month/3.mp4,month,3236582271,14739.633333333333,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/3.mp4
videos/month/4.mp4,month,2438543471,14421.0,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/4.mp4
videos/month/5.mp4,month,732685968,3430.3333333333335,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/5.mp4
videos/month/6.mp4,month,3413607878,12534.966666666667,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/6.mp4
videos/month/7.mp4,month,1846935888,6740.7,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/7.mp4
videos/month/8.mp4,month,1369259830,5604.166666666667,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/8.mp4
videos/month/9.mp4,month,640774514,2390.6573239906575,MP4 video mdhd via HTTP Range,,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/month/9.mp4
videos/week/day1/DAY1_A1_JAKE_11094208.mp4,week,6663507,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11094208.mp4
videos/week/day1/DAY1_A1_JAKE_11100000.mp4,week,14379440,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11100000.mp4
videos/week/day1/DAY1_A1_JAKE_11103000.mp4,week,14141028,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11103000.mp4
videos/week/day1/DAY1_A1_JAKE_11110000.mp4,week,14942640,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11110000.mp4
videos/week/day1/DAY1_A1_JAKE_11113000.mp4,week,14792981,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11113000.mp4
videos/week/day1/DAY1_A1_JAKE_11120000.mp4,week,16104680,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11120000.mp4
videos/week/day1/DAY1_A1_JAKE_11123000.mp4,week,15826089,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11123000.mp4
videos/week/day1/DAY1_A1_JAKE_11130000.mp4,week,15523222,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11130000.mp4
videos/week/day1/DAY1_A1_JAKE_11133000.mp4,week,14953554,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11133000.mp4
videos/week/day1/DAY1_A1_JAKE_11140000.mp4,week,13771155,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11140000.mp4
videos/week/day1/DAY1_A1_JAKE_11143000.mp4,week,14271991,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11143000.mp4
videos/week/day1/DAY1_A1_JAKE_11150000.mp4,week,14397393,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11150000.mp4
videos/week/day1/DAY1_A1_JAKE_11153000.mp4,week,14081080,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11153000.mp4
videos/week/day1/DAY1_A1_JAKE_11160000.mp4,week,13736481,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11160000.mp4
videos/week/day1/DAY1_A1_JAKE_11163000.mp4,week,15024092,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11163000.mp4
videos/week/day1/DAY1_A1_JAKE_11170000.mp4,week,12115042,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11170000.mp4
videos/week/day1/DAY1_A1_JAKE_11173000.mp4,week,13305237,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11173000.mp4
videos/week/day1/DAY1_A1_JAKE_11180000.mp4,week,11074685,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11180000.mp4
videos/week/day1/DAY1_A1_JAKE_11183000.mp4,week,11848929,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11183000.mp4
videos/week/day1/DAY1_A1_JAKE_11190000.mp4,week,14163939,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11190000.mp4
videos/week/day1/DAY1_A1_JAKE_11193000.mp4,week,12803779,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11193000.mp4
videos/week/day1/DAY1_A1_JAKE_11200000.mp4,week,13363141,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11200000.mp4
videos/week/day1/DAY1_A1_JAKE_11203000.mp4,week,15441509,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11203000.mp4
videos/week/day1/DAY1_A1_JAKE_11210000.mp4,week,15360330,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11210000.mp4
videos/week/day1/DAY1_A1_JAKE_11213000.mp4,week,15828321,30.0,"reused EgoLife duration; identical filename,size,LFS SHA256",30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11213000.mp4
videos/week/day1/DAY1_A1_JAKE_11220000.mp4,week,14812760,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11220000.mp4
videos/week/day1/DAY1_A1_JAKE_11223000.mp4,week,14249819,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11223000.mp4
videos/week/day1/DAY1_A1_JAKE_11230000.mp4,week,13703896,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11230000.mp4
videos/week/day1/DAY1_A1_JAKE_11233000.mp4,week,14536035,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11233000.mp4
videos/week/day1/DAY1_A1_JAKE_11240000.mp4,week,15399083,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11240000.mp4
videos/week/day1/DAY1_A1_JAKE_11243000.mp4,week,16011638,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11243000.mp4
videos/week/day1/DAY1_A1_JAKE_11250000.mp4,week,13897115,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11250000.mp4
videos/week/day1/DAY1_A1_JAKE_11253000.mp4,week,9868001,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11253000.mp4
videos/week/day1/DAY1_A1_JAKE_11260000.mp4,week,11974804,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11260000.mp4
videos/week/day1/DAY1_A1_JAKE_11263000.mp4,week,11210691,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11263000.mp4
videos/week/day1/DAY1_A1_JAKE_11270000.mp4,week,10801070,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11270000.mp4
videos/week/day1/DAY1_A1_JAKE_11273000.mp4,week,12516030,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11273000.mp4
videos/week/day1/DAY1_A1_JAKE_11280000.mp4,week,10638728,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11280000.mp4
videos/week/day1/DAY1_A1_JAKE_11283000.mp4,week,10079262,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11283000.mp4
videos/week/day1/DAY1_A1_JAKE_11290000.mp4,week,9887861,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11290000.mp4
videos/week/day1/DAY1_A1_JAKE_11293000.mp4,week,12483961,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11293000.mp4
videos/week/day1/DAY1_A1_JAKE_11300000.mp4,week,12263817,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11300000.mp4
videos/week/day1/DAY1_A1_JAKE_11303000.mp4,week,10377794,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11303000.mp4
videos/week/day1/DAY1_A1_JAKE_11310000.mp4,week,12730298,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11310000.mp4
videos/week/day1/DAY1_A1_JAKE_11313000.mp4,week,12068038,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11313000.mp4
videos/week/day1/DAY1_A1_JAKE_11320000.mp4,week,12406110,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11320000.mp4
videos/week/day1/DAY1_A1_JAKE_11323000.mp4,week,12340220,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11323000.mp4
videos/week/day1/DAY1_A1_JAKE_11330000.mp4,week,12117032,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11330000.mp4
videos/week/day1/DAY1_A1_JAKE_11333000.mp4,week,11115745,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11333000.mp4
videos/week/day1/DAY1_A1_JAKE_11340000.mp4,week,10996660,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11340000.mp4
videos/week/day1/DAY1_A1_JAKE_11343000.mp4,week,13777084,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11343000.mp4
videos/week/day1/DAY1_A1_JAKE_11350000.mp4,week,14771804,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11350000.mp4
videos/week/day1/DAY1_A1_JAKE_11353000.mp4,week,12785574,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11353000.mp4
videos/week/day1/DAY1_A1_JAKE_11360000.mp4,week,8111643,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11360000.mp4
videos/week/day1/DAY1_A1_JAKE_11363000.mp4,week,14540702,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11363000.mp4
videos/week/day1/DAY1_A1_JAKE_11370000.mp4,week,15161420,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11370000.mp4
videos/week/day1/DAY1_A1_JAKE_11373000.mp4,week,13680487,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11373000.mp4
videos/week/day1/DAY1_A1_JAKE_11380000.mp4,week,12901245,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11380000.mp4
videos/week/day1/DAY1_A1_JAKE_11383000.mp4,week,12424148,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11383000.mp4
videos/week/day1/DAY1_A1_JAKE_11390000.mp4,week,11519588,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11390000.mp4
videos/week/day1/DAY1_A1_JAKE_11393000.mp4,week,10248391,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11393000.mp4
videos/week/day1/DAY1_A1_JAKE_11400000.mp4,week,12513975,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11400000.mp4
videos/week/day1/DAY1_A1_JAKE_11403000.mp4,week,14899620,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11403000.mp4
videos/week/day1/DAY1_A1_JAKE_11410000.mp4,week,10585829,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11410000.mp4
videos/week/day1/DAY1_A1_JAKE_11413000.mp4,week,11906056,,not individually measured,30,https://huggingface.co/datasets/MM-Lifelong/MM-Lifelong/resolve/248aa82039a574e63a2e524746a7cd8f32330443/videos/week/day1/DAY1_A1_JAKE_11413000.mp4
